trial,matrix_type,n,m,k,m_over_n,k_over_m,noise_std,method,nrmse,precision,recall,f1,exact_support
15,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.02164535069884345,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
15,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.03794957303604927,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
15,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.03816217042580284,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
16,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.7817131897667993,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
16,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.4539760314807169,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
16,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.11295845104000923,0.8235294117647058,0.8235294117647058,0.8235294117647058,0
16,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.011466142203780717,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
16,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.012233946747484334,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
16,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.0122339467474843,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
17,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.7402548986377399,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
17,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.5240261152692011,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
17,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.1264009368773353,0.8235294117647058,0.8235294117647058,0.8235294117647058,0
17,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.012205016396702316,1.0,1.0,1.0,1
17,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.026517797562089118,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
17,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.02895220181360937,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
18,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.7104256869340833,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
18,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.45373741179103605,0.5,0.5,0.5,0
18,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.15351512385730698,0.7352941176470589,0.7352941176470589,0.735294117647059,0
18,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.00885841515853783,1.0,1.0,1.0,1
18,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.019260657964018265,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
18,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.01909247192487857,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
19,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.8262497517763173,0.29411764705882354,0.29411764705882354,0.29411764705882354,0
19,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.7481357753320351,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
19,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.28124260956263797,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
19,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.018991537845092752,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
19,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.025091235386268302,0.8823529411764706,0.8823529411764706,0.8823529411764706,0
19,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.02509123538626861,0.8823529411764706,0.8823529411764706,0.8823529411764706,0
20,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.5771639506884003,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
20,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.5095846345227157,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
20,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.11389824501482522,0.7352941176470589,0.7352941176470589,0.735294117647059,0
20,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.028452832645520083,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
20,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.010474891171446885,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
20,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.011579564309859243,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
21,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.8433066940623142,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
21,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.7901729047186574,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
21,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.20523981394809737,0.7647058823529411,0.7647058823529411,0.7647058823529412,0
21,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.011335782256738154,1.0,1.0,1.0,1
21,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.7991588719740362,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
21,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.7023407760338405,0.5,0.5,0.5,0
22,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.5316814283850408,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
22,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.41009460682278764,0.5,0.5,0.5,0
22,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.20193121325275076,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
22,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.01789164656552782,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
22,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.0126188397098196,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
22,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.011512546309169577,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
23,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.48588964411617214,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
23,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.49353257160282515,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
23,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.07385785338180172,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
23,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.010213468732470983,1.0,1.0,1.0,1
23,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.03614822535404715,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
23,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.04092808889323204,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
24,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.6509792370530146,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
24,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.6838786534822111,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
24,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.1291503754872547,0.8235294117647058,0.8235294117647058,0.8235294117647058,0
24,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.7016632598179849,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
24,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.04954335546940503,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
24,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.03918910782541079,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
25,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.7849989140363537,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
25,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.8183749294091484,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
25,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.17709493603907356,0.7941176470588235,0.7941176470588235,0.7941176470588235,0
25,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.824818610098619,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
25,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.11283676701798508,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
25,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.11789335532810916,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
26,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.7935560633927466,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
26,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.6430737195041452,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
26,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.07643435705470321,0.8823529411764706,0.8823529411764706,0.8823529411764706,0
26,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.3933361936738052,0.7058823529411765,0.7058823529411765,0.7058823529411765,0
26,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.013361229377923903,1.0,1.0,1.0,1
26,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.013361229377922933,1.0,1.0,1.0,1
27,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.5066643575585352,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
27,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.5033142296789465,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
27,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.12247042189125401,0.7352941176470589,0.7352941176470589,0.735294117647059,0
27,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.01873906875620323,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
27,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.012203423684580253,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
27,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.01220342368458019,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
28,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.6362583694865147,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
28,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.5825887521605627,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
28,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.06680396174070867,0.7941176470588235,0.7941176470588235,0.7941176470588235,0
28,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.02204134970482327,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
28,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.022584664555093593,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
28,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.024830715868798522,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
29,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.607698365532459,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
29,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.5175891970010869,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
29,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.0832409070491063,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
29,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.011476820763426676,1.0,1.0,1.0,1
29,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.03186970528019998,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
29,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.018209541234475247,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
30,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.8887875754760337,0.29411764705882354,0.29411764705882354,0.29411764705882354,0
30,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.6270574474951698,0.5294117647058824,0.5294117647058824,0.5294117647058824,0
30,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.07376495726441598,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
30,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.7079712979484816,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
30,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.8582965745197887,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
30,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.8084978666232415,0.5,0.5,0.5,0
31,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.7355853931014904,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
31,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.514431344704178,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
31,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.1333504176028557,0.7647058823529411,0.7647058823529411,0.7647058823529412,0
31,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.014558565424066312,0.9705882352941176,0.9705882352941176,0.9705882352941176,0
31,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.016981489042529916,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
31,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.016849959849126406,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
32,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.795746351675916,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
32,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.5873104586874542,0.5294117647058824,0.5294117647058824,0.5294117647058824,0
32,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.0496205498478728,0.8235294117647058,0.8235294117647058,0.8235294117647058,0
32,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.019922447856128612,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
32,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.8074731078444808,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
32,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.8197288566287058,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
33,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.46506072122457515,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
33,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.43118389941785956,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
33,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.2964374834022313,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
33,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.2536892250442553,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
33,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.02458269787294513,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
33,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.028632761237771483,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
34,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.6085671801863806,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
34,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.5498854822385932,0.5294117647058824,0.5294117647058824,0.5294117647058824,0
34,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.08898653339275753,0.8823529411764706,0.8823529411764706,0.8823529411764706,0
34,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.01138395946782721,1.0,1.0,1.0,1
34,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.13806776106582763,0.7941176470588235,0.7941176470588235,0.7941176470588235,0
34,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.132531870119267,0.8235294117647058,0.8235294117647058,0.8235294117647058,0
35,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.7046735893168203,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
35,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.40268813655521735,0.5,0.5,0.5,0
35,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.11309362567219909,0.7352941176470589,0.7352941176470589,0.735294117647059,0
35,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.0347014321803632,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
35,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.047028874985714654,0.8235294117647058,0.8235294117647058,0.8235294117647058,0
35,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.04836016827527514,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
36,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.8359169419167602,0.29411764705882354,0.29411764705882354,0.29411764705882354,0
36,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.6883381877293148,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
36,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.5964763590392307,0.5,0.5,0.5,0
36,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.6094677961034202,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
36,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.5844363982757159,0.5,0.5,0.5,0
36,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.5964682762362463,0.5,0.5,0.5,0
37,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.6108229982337511,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
37,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.46614665388725723,0.5,0.5,0.5,0
37,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.13499217960120666,0.7647058823529411,0.7647058823529411,0.7647058823529412,0
37,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.015771939491433195,1.0,1.0,1.0,1
37,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.08926985141218594,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
37,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.09441486329705193,0.8529411764705882,0.8529411764705882,0.8529411764705882,0
38,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.4910362070232247,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
38,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.5139882934948133,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
38,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.10508140915941763,0.7647058823529411,0.7647058823529411,0.7647058823529412,0
38,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.014923817521951164,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
38,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.016861088508876063,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
38,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.01674387075080127,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
39,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.5680897813593284,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
39,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.45328841170889544,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
39,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.11709789761303062,0.7058823529411765,0.7058823529411765,0.7058823529411765,0
39,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.029060197091059614,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
39,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.029145021683025796,0.8823529411764706,0.8823529411764706,0.8823529411764706,0
39,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.0298862605260435,0.8823529411764706,0.8823529411764706,0.8823529411764706,0
40,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.5908632975340402,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
40,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.4432182166832505,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
40,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.1261011214079309,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
40,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.014688953601434983,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
40,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.014227305132453525,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
40,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.015162875843611551,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
41,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.7588826223600514,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
41,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.7187435760084436,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
41,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.11014931345709283,0.8235294117647058,0.8235294117647058,0.8235294117647058,0
41,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.3790551908185116,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
41,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.3118110181519921,0.6470588235294118,0.6470588235294118,0.6470588235294118,0
41,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.303997813646825,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
42,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.7335043149966636,0.2647058823529412,0.2647058823529412,0.2647058823529412,0
42,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.40617574365609055,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
42,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.12964674885887775,0.8235294117647058,0.8235294117647058,0.8235294117647058,0
42,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.02521934734346604,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
42,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.5100703318548496,0.5294117647058824,0.5294117647058824,0.5294117647058824,0
42,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.5093887365500188,0.5294117647058824,0.5294117647058824,0.5294117647058824,0
43,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.7200797450867783,0.29411764705882354,0.29411764705882354,0.29411764705882354,0
43,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.6534027644923949,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
43,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.4903963077209974,0.5,0.5,0.5,0
43,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.6116703908393512,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
43,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.013394633357403365,1.0,1.0,1.0,1
43,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.013394633357403683,1.0,1.0,1.0,1
44,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.8120451921289076,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
44,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.6379155952193427,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
44,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.15956292360352045,0.7058823529411765,0.7058823529411765,0.7058823529411765,0
44,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.02187991729005436,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
44,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.023811621668422694,0.8823529411764706,0.8823529411764706,0.8823529411764706,0
44,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.023668965864853824,0.8823529411764706,0.8823529411764706,0.8823529411764706,0
45,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.6583417951330304,0.29411764705882354,0.29411764705882354,0.29411764705882354,0
45,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.5546404878364277,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
45,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.11903826318854457,0.7352941176470589,0.7352941176470589,0.735294117647059,0
45,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.01792845490722006,0.9117647058823529,0.9117647058823529,0.9117647058823528,0
45,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.010699680345229763,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
45,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP_LearnedUnion,0.010590648878813355,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
46,coherent,256,96,34,0.375,0.3541666666666667,0.01,CorrelationTopK,0.8796536436293803,0.2647058823529412,0.2647058823529412,0.2647058823529412,0
46,coherent,256,96,34,0.375,0.3541666666666667,0.01,LearnedSupportMLP,0.6920013082370471,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
46,coherent,256,96,34,0.375,0.3541666666666667,0.01,CoSaMP,0.09294012016065341,0.8235294117647058,0.8235294117647058,0.8235294117647058,0
46,coherent,256,96,34,0.375,0.3541666666666667,0.01,SubspacePursuit,0.7483293018850957,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
46,coherent,256,96,34,0.375,0.3541666666666667,0.01,OMP,0.020317627081829055,0.9411764705882353,0.9411764705882353,0.9411764705882353,0
