trial,matrix_type,n,m,k,m_over_n,k_over_m,noise_std,method,nrmse,precision,recall,f1,exact_support
40,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5888121614366897,0.37777777777777777,0.37777777777777777,0.37777777777777777,0
40,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5077300950619746,0.4888888888888889,0.4888888888888889,0.4888888888888889,0
40,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.10361611221014481,0.8,0.8,0.8000000000000002,0
40,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.01498838699905368,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
40,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.014098730447980221,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
40,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.014448295593901636,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
41,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5073937908141999,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
41,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.4420213901100771,0.5333333333333333,0.5333333333333333,0.5333333333333333,0
41,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.11554833460886144,0.7111111111111111,0.7111111111111111,0.7111111111111111,0
41,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.019344781216964528,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
41,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.016749650188385302,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
41,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.017138826094292202,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
42,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.4946434728134884,0.4222222222222222,0.4222222222222222,0.4222222222222222,0
42,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5148577318637427,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
42,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.13204521535126262,0.7333333333333333,0.7333333333333333,0.7333333333333333,0
42,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.020251960610419336,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
42,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.013803881383255735,1.0,1.0,1.0,1
42,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.013803881383255138,1.0,1.0,1.0,1
43,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.7755894716011041,0.37777777777777777,0.37777777777777777,0.37777777777777777,0
43,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.7396002875115636,0.4,0.4,0.4000000000000001,0
43,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.12349167174459848,0.8,0.8,0.8000000000000002,0
43,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.012019684158247612,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
43,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.5125006872195569,0.5777777777777777,0.5777777777777777,0.5777777777777777,0
43,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.5122439365762804,0.5777777777777777,0.5777777777777777,0.5777777777777777,0
44,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.48622805599103575,0.5555555555555556,0.5555555555555556,0.5555555555555556,0
44,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5124729579046958,0.5111111111111111,0.5111111111111111,0.5111111111111111,0
44,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.10390990935423193,0.8,0.8,0.8000000000000002,0
44,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.011541945061245812,1.0,1.0,1.0,1
44,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.015355099900269734,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
44,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.015355099900269337,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
45,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.4849909827952078,0.5333333333333333,0.5333333333333333,0.5333333333333333,0
45,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.4615819902689837,0.5111111111111111,0.5111111111111111,0.5111111111111111,0
45,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.12089382064103434,0.8,0.8,0.8000000000000002,0
45,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.01641502671200099,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
45,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.0164150267120013,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
45,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.016415026712001027,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
46,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.6576554912741867,0.35555555555555557,0.35555555555555557,0.35555555555555557,0
46,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5806143071069408,0.4,0.4,0.4000000000000001,0
46,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.11280154058689174,0.7777777777777778,0.7777777777777778,0.7777777777777778,0
46,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.016801085030697827,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
46,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.018778251892538744,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
46,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.018778251892539025,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
47,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5252628350522641,0.4,0.4,0.4000000000000001,0
47,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.545921645686516,0.37777777777777777,0.37777777777777777,0.37777777777777777,0
47,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.12790049642368506,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
47,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.01980210259886659,0.8888888888888888,0.8888888888888888,0.8888888888888888,0
47,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.015130743328412603,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
47,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.014127009616006115,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
48,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.6164826631216994,0.5111111111111111,0.5111111111111111,0.5111111111111111,0
48,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5363650832799904,0.5333333333333333,0.5333333333333333,0.5333333333333333,0
48,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.03497060075300724,0.8888888888888888,0.8888888888888888,0.8888888888888888,0
48,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.014510747168795753,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
48,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.01781602012328154,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
48,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.019608661465821478,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
49,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.44563714494443857,0.4888888888888889,0.4888888888888889,0.4888888888888889,0
49,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5591010262449417,0.4222222222222222,0.4222222222222222,0.4222222222222222,0
49,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.138578335679658,0.7333333333333333,0.7333333333333333,0.7333333333333333,0
49,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.014731117152290663,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
49,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.01950326525294385,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
49,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.019396116018734724,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
50,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5020800468294853,0.35555555555555557,0.35555555555555557,0.35555555555555557,0
50,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.48088028420882106,0.4222222222222222,0.4222222222222222,0.4222222222222222,0
50,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.3565393300773348,0.5111111111111111,0.5111111111111111,0.5111111111111111,0
50,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.012288417814709414,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
50,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.014019175759682069,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
50,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.013409640382643747,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
51,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5803905816189536,0.4222222222222222,0.4222222222222222,0.4222222222222222,0
51,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5092846187777219,0.5111111111111111,0.5111111111111111,0.5111111111111111,0
51,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.15439014205682525,0.8444444444444444,0.8444444444444444,0.8444444444444444,0
51,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.010050985950794943,1.0,1.0,1.0,1
51,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.018802784309005786,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
51,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.019866322679542085,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
52,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.594318913155096,0.3111111111111111,0.3111111111111111,0.3111111111111111,0
52,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5143455473314568,0.4222222222222222,0.4222222222222222,0.4222222222222222,0
52,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.19341399311397778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0
52,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.01352959119613177,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
52,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.019882418439276975,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
52,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.02030830858663692,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
53,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.631109566821358,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
53,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5799883600102513,0.5111111111111111,0.5111111111111111,0.5111111111111111,0
53,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.1527265576702416,0.8,0.8,0.8000000000000002,0
53,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.017268182512714527,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
53,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.017846863395106622,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
53,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.01700290718222017,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
54,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.496133879478053,0.5333333333333333,0.5333333333333333,0.5333333333333333,0
54,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.4560147928506048,0.5333333333333333,0.5333333333333333,0.5333333333333333,0
54,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.0936045313449178,0.8666666666666667,0.8666666666666667,0.8666666666666667,0
54,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.01296986513683639,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
54,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.013375532246729422,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
54,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.013375532246729242,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
55,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.6969179574353588,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
55,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5468320468841729,0.5111111111111111,0.5111111111111111,0.5111111111111111,0
55,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.06355211815690831,0.8,0.8,0.8000000000000002,0
55,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.023673168061560265,0.8888888888888888,0.8888888888888888,0.8888888888888888,0
55,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.015014260547325924,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
55,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.015014260547325757,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
56,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.6474575190082223,0.37777777777777777,0.37777777777777777,0.37777777777777777,0
56,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5131643912338965,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
56,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.16492986830537035,0.7777777777777778,0.7777777777777778,0.7777777777777778,0
56,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.016313807222155457,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
56,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.02558403454942589,0.8888888888888888,0.8888888888888888,0.8888888888888888,0
56,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.027999795417480013,0.8888888888888888,0.8888888888888888,0.8888888888888888,0
57,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.7013782590815377,0.35555555555555557,0.35555555555555557,0.35555555555555557,0
57,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5712134774489428,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
57,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.1600302265126634,0.8,0.8,0.8000000000000002,0
57,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.017892434558723084,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
57,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.10446172041861268,0.8444444444444444,0.8444444444444444,0.8444444444444444,0
57,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.1094023506468974,0.8444444444444444,0.8444444444444444,0.8444444444444444,0
58,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.6506421802909882,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
58,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5490598851032638,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
58,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.10492961787178848,0.8888888888888888,0.8888888888888888,0.8888888888888888,0
58,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.01577299759176198,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
58,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.05503658080367362,0.9111111111111111,0.9111111111111111,0.9111111111111111,0
58,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.054168822826087,0.9111111111111111,0.9111111111111111,0.9111111111111111,0
59,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.4107162347861779,0.4888888888888889,0.4888888888888889,0.4888888888888889,0
59,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5203171981542141,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
59,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.1704523264292429,0.8222222222222222,0.8222222222222222,0.8222222222222222,0
59,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.01704722947219391,1.0,1.0,1.0,1
59,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.02345014704935633,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
59,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.023602303045651522,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
60,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5969919462915856,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
60,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5176913255701032,0.5333333333333333,0.5333333333333333,0.5333333333333333,0
60,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.08417222131034677,0.8888888888888888,0.8888888888888888,0.8888888888888888,0
60,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.012253342826065921,1.0,1.0,1.0,1
60,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.4613254564186628,0.6444444444444445,0.6444444444444445,0.6444444444444445,0
60,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.42910901134563595,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
61,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.6740776449380717,0.4,0.4,0.4000000000000001,0
61,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.6393356616597682,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
61,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.12336561560001424,0.7555555555555555,0.7555555555555555,0.7555555555555555,0
61,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.010481883334306911,1.0,1.0,1.0,1
61,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.021605018860941624,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
61,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.021568349679222755,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
62,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5497912465533478,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
62,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5363717046755605,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
62,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.13112722130753657,0.7777777777777778,0.7777777777777778,0.7777777777777778,0
62,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.018175446317665114,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
62,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.016065168486142183,0.9111111111111111,0.9111111111111111,0.9111111111111111,0
62,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.014144609371428554,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
63,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.41519440763821913,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
63,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.44693531726416724,0.4888888888888889,0.4888888888888889,0.4888888888888889,0
63,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.19390839766053877,0.6888888888888889,0.6888888888888889,0.6888888888888889,0
63,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.020635333651386343,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
63,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.021231635439356404,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
63,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.01668884970879792,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
64,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5133792655724803,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
64,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5294650253901108,0.5777777777777777,0.5777777777777777,0.5777777777777777,0
64,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.08937890214890078,0.9111111111111111,0.9111111111111111,0.9111111111111111,0
64,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.20554705050743727,0.8222222222222222,0.8222222222222222,0.8222222222222222,0
64,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.3629621399040083,0.6888888888888889,0.6888888888888889,0.6888888888888889,0
64,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.3460301647496819,0.7111111111111111,0.7111111111111111,0.7111111111111111,0
65,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.6572664022794016,0.4222222222222222,0.4222222222222222,0.4222222222222222,0
65,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5535978002110473,0.4888888888888889,0.4888888888888889,0.4888888888888889,0
65,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.15154674457298314,0.8,0.8,0.8000000000000002,0
65,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.012301386172294584,1.0,1.0,1.0,1
65,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.012301386172294407,1.0,1.0,1.0,1
65,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.012301386172294182,1.0,1.0,1.0,1
66,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5681237073399833,0.5111111111111111,0.5111111111111111,0.5111111111111111,0
66,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.6007092745374718,0.5111111111111111,0.5111111111111111,0.5111111111111111,0
66,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.08551258723230458,0.8,0.8,0.8000000000000002,0
66,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.012119617584398765,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
66,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.024254755098320778,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
66,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.025708536261691253,0.9333333333333333,0.9333333333333333,0.9333333333333333,0
67,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.49997805503842246,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
67,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.5259282971965141,0.4888888888888889,0.4888888888888889,0.4888888888888889,0
67,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.2429192418439801,0.7333333333333333,0.7333333333333333,0.7333333333333333,0
67,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.020323645451985627,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
67,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.015269936175421493,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
67,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.01602125624212788,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
68,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.4737586108103349,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
68,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.43575295303022704,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
68,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.14836883419799596,0.7111111111111111,0.7111111111111111,0.7111111111111111,0
68,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.015254559793612277,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
68,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.011841160064576427,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
68,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.012326654725108743,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
69,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5898351676450745,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
69,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.6613748388564907,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
69,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.18832210613177752,0.7555555555555555,0.7555555555555555,0.7555555555555555,0
69,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.010561242670416823,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
69,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.01071628361084011,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
69,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.010716283610840344,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
70,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.698976078411575,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
70,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.6513922492841193,0.35555555555555557,0.35555555555555557,0.35555555555555557,0
70,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.19582452208157056,0.7111111111111111,0.7111111111111111,0.7111111111111111,0
70,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.021195582503406068,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
70,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.018784032863091278,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
70,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.02278770476001705,0.9555555555555556,0.9555555555555556,0.9555555555555556,0
71,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5936349717897811,0.4222222222222222,0.4222222222222222,0.4222222222222222,0
71,gaussian,256,128,45,0.5,0.3515625,0.01,LearnedSupportMLP,0.523120079056849,0.4444444444444444,0.4444444444444444,0.4444444444444444,0
71,gaussian,256,128,45,0.5,0.3515625,0.01,CoSaMP,0.19467957615295028,0.7777777777777778,0.7777777777777778,0.7777777777777778,0
71,gaussian,256,128,45,0.5,0.3515625,0.01,SubspacePursuit,0.020730666893548334,0.9777777777777777,0.9777777777777777,0.9777777777777777,0
71,gaussian,256,128,45,0.5,0.3515625,0.01,OMP,0.41592053242189186,0.6,0.6,0.6,0
71,gaussian,256,128,45,0.5,0.3515625,0.01,OMP_LearnedUnion,0.4095475255635839,0.6,0.6,0.6,0
72,gaussian,256,128,45,0.5,0.3515625,0.01,CorrelationTopK,0.5326970072140893,0.4666666666666667,0.4666666666666667,0.4666666666666667,0
