trial,matrix_type,coherence_strength,n,m,k,m_over_n,k_over_m,noise_std,signal_type,method,nrmse,precision,recall,f1,exact_support
64,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.22807053662358093,0.6964285714285714,0.6964285714285714,0.6964285714285714,0
64,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.12136746192699135,0.8571428571428571,0.8571428571428571,0.8571428571428571,0
64,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.12136128137712375,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
65,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.6577714324969965,0.42857142857142855,0.42857142857142855,0.42857142857142855,0
65,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.5440341263303448,0.48214285714285715,0.48214285714285715,0.48214285714285715,0
65,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.40325455745935784,0.6071428571428571,0.6071428571428571,0.6071428571428571,0
65,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.14703437362479252,0.75,0.75,0.75,0
65,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.1351517403439468,0.7857142857142857,0.7857142857142857,0.7857142857142857,0
65,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.12309516805874263,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
65,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.11976306454562856,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
66,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.7261346154518626,0.3392857142857143,0.3392857142857143,0.3392857142857143,0
66,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.47907329569209606,0.48214285714285715,0.48214285714285715,0.48214285714285715,0
66,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.3435520843520902,0.5892857142857143,0.5892857142857143,0.5892857142857143,0
66,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.19529748485293255,0.6607142857142857,0.6607142857142857,0.6607142857142857,0
66,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.20299867870755972,0.7142857142857143,0.7142857142857143,0.7142857142857143,0
66,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.1600962024595057,0.75,0.75,0.75,0
66,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.15265309313581302,0.7678571428571429,0.7678571428571429,0.7678571428571429,0
67,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.6112074277136403,0.5,0.5,0.5,0
67,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.5687658791466046,0.5357142857142857,0.5357142857142857,0.5357142857142857,0
67,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.5247640342367292,0.5892857142857143,0.5892857142857143,0.5892857142857143,0
67,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.16639908297101214,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
67,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.13469081843763095,0.8571428571428571,0.8571428571428571,0.8571428571428571,0
67,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.13712811305148176,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
67,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.14211944178526326,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
68,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.6136684209056994,0.44642857142857145,0.44642857142857145,0.44642857142857145,0
68,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.6304194213215378,0.48214285714285715,0.48214285714285715,0.48214285714285715,0
68,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.4557227137526761,0.5535714285714286,0.5535714285714286,0.5535714285714286,0
68,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.18403620528879738,0.75,0.75,0.75,0
68,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.1542854879671797,0.7678571428571429,0.7678571428571429,0.7678571428571429,0
68,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.15213613553025396,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
68,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.15254399100253957,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
69,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.4764136407162163,0.42857142857142855,0.42857142857142855,0.42857142857142855,0
69,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.550560517804719,0.4642857142857143,0.4642857142857143,0.4642857142857143,0
69,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.46367369523988466,0.5178571428571429,0.5178571428571429,0.5178571428571429,0
69,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.24496412555120245,0.75,0.75,0.75,0
69,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.17056790181988302,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
69,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.23035048119141432,0.7678571428571429,0.7678571428571429,0.7678571428571429,0
69,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.2306352138350181,0.7857142857142857,0.7857142857142857,0.7857142857142857,0
70,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.580317074128619,0.42857142857142855,0.42857142857142855,0.42857142857142855,0
70,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.45673923474428696,0.5357142857142857,0.5357142857142857,0.5357142857142857,0
70,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.5534143885826286,0.5,0.5,0.5,0
70,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.17103518996363393,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
70,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.10891624823875107,0.8928571428571429,0.8928571428571429,0.8928571428571429,0
70,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.12415784550300138,0.875,0.875,0.875,0
70,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.13451728231008223,0.8571428571428571,0.8571428571428571,0.8571428571428571,0
71,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.6209148925112332,0.5,0.5,0.5,0
71,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.59343949710079,0.5357142857142857,0.5357142857142857,0.5357142857142857,0
71,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.5569271485242706,0.5714285714285714,0.5714285714285714,0.5714285714285714,0
71,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.15803914803724206,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
71,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.12322385893744618,0.875,0.875,0.875,0
71,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.1102739695364247,0.8928571428571429,0.8928571428571429,0.8928571428571429,0
71,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.11239976635746758,0.8928571428571429,0.8928571428571429,0.8928571428571429,0
72,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.6634100461945962,0.4107142857142857,0.4107142857142857,0.4107142857142857,0
72,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.571233837135024,0.44642857142857145,0.44642857142857145,0.44642857142857145,0
72,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.38183210841168963,0.6428571428571429,0.6428571428571429,0.6428571428571429,0
72,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.22824041417096,0.6785714285714286,0.6785714285714286,0.6785714285714286,0
72,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.1585276819987271,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
72,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.20757657137573515,0.75,0.75,0.75,0
72,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.18870120780752594,0.7857142857142857,0.7857142857142857,0.7857142857142857,0
73,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.5247906776941853,0.42857142857142855,0.42857142857142855,0.42857142857142855,0
73,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.42914380873513974,0.5178571428571429,0.5178571428571429,0.5178571428571429,0
73,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.5080243573351874,0.5178571428571429,0.5178571428571429,0.5178571428571429,0
73,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.2957691670378265,0.625,0.625,0.625,0
73,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.19727078035869716,0.7857142857142857,0.7857142857142857,0.7857142857142857,0
73,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.20216382199512767,0.7857142857142857,0.7857142857142857,0.7857142857142857,0
73,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.19829719433382395,0.7857142857142857,0.7857142857142857,0.7857142857142857,0
74,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.9049843865934313,0.4107142857142857,0.4107142857142857,0.4107142857142857,0
74,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.5876017650989446,0.5,0.5,0.5,0
74,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.5632771760641018,0.5357142857142857,0.5357142857142857,0.5357142857142857,0
74,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.23363826467638757,0.75,0.75,0.75,0
74,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.19514020083986214,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
74,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.18009930326104212,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
74,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.18095864725677263,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
75,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.6287714225199516,0.44642857142857145,0.44642857142857145,0.44642857142857145,0
75,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.524506368496585,0.5178571428571429,0.5178571428571429,0.5178571428571429,0
75,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.5233726401015985,0.5892857142857143,0.5892857142857143,0.5892857142857143,0
75,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.16475185259612518,0.7321428571428571,0.7321428571428571,0.7321428571428571,0
75,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.15318359124737108,0.7857142857142857,0.7857142857142857,0.7857142857142857,0
75,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.1599303638901941,0.7678571428571429,0.7678571428571429,0.7678571428571429,0
75,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.15507967571407305,0.7678571428571429,0.7678571428571429,0.7678571428571429,0
76,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.6345435959921659,0.44642857142857145,0.44642857142857145,0.44642857142857145,0
76,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.49037074989551005,0.4642857142857143,0.4642857142857143,0.4642857142857143,0
76,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.4308693133685984,0.6071428571428571,0.6071428571428571,0.6071428571428571,0
76,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.2855420943433777,0.625,0.625,0.625,0
76,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.1164998304202046,0.875,0.875,0.875,0
76,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.1396272701737113,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
76,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.13877626727005865,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
77,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.7431318484733651,0.39285714285714285,0.39285714285714285,0.39285714285714285,0
77,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.5642412743916079,0.4642857142857143,0.4642857142857143,0.4642857142857143,0
77,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.66054681415028,0.4642857142857143,0.4642857142857143,0.4642857142857143,0
77,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.1961197653493839,0.75,0.75,0.75,0
77,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.14043923973188738,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
77,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.12639770685544044,0.8928571428571429,0.8928571428571429,0.8928571428571429,0
77,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.13013466112304328,0.875,0.875,0.875,0
78,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.5983528172350303,0.4642857142857143,0.4642857142857143,0.4642857142857143,0
78,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.5146545548671464,0.4642857142857143,0.4642857142857143,0.4642857142857143,0
78,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.5525859634379438,0.5,0.5,0.5,0
78,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.26795743341225964,0.7678571428571429,0.7678571428571429,0.7678571428571429,0
78,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.13813718559688476,0.9107142857142857,0.9107142857142857,0.9107142857142857,0
78,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.23941836572244224,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
78,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.23829026943901946,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
79,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.7666034517430692,0.375,0.375,0.375,0
79,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.7128725841010033,0.375,0.375,0.375,0
79,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.7377638287186191,0.42857142857142855,0.42857142857142855,0.42857142857142855,0
79,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.23193161567684192,0.7321428571428571,0.7321428571428571,0.7321428571428571,0
79,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.1197063079296651,0.875,0.875,0.875,0
79,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.13116991547672996,0.8571428571428571,0.8571428571428571,0.8571428571428571,0
79,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.1345960665712021,0.8571428571428571,0.8571428571428571,0.8571428571428571,0
80,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.5577438438608654,0.5178571428571429,0.5178571428571429,0.5178571428571429,0
80,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.575533699532054,0.5357142857142857,0.5357142857142857,0.5357142857142857,0
80,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.443283121981636,0.6071428571428571,0.6071428571428571,0.6071428571428571,0
80,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.1598019810483056,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
80,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.1515442465745067,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
80,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.12598021487754826,0.8928571428571429,0.8928571428571429,0.8928571428571429,0
80,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.1337638022260759,0.8928571428571429,0.8928571428571429,0.8928571428571429,0
81,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.687282609777186,0.42857142857142855,0.42857142857142855,0.42857142857142855,0
81,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.6646168099712417,0.4107142857142857,0.4107142857142857,0.4107142857142857,0
81,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.566161322706714,0.5357142857142857,0.5357142857142857,0.5357142857142857,0
81,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.2371239121877947,0.7142857142857143,0.7142857142857143,0.7142857142857143,0
81,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.16858251272620328,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
81,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.21977175865068868,0.7678571428571429,0.7678571428571429,0.7678571428571429,0
81,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.21978519700083377,0.75,0.75,0.75,0
82,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.8630516653195821,0.375,0.375,0.375,0
82,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.6692093976048376,0.48214285714285715,0.48214285714285715,0.48214285714285715,0
82,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.46283327932572116,0.6607142857142857,0.6607142857142857,0.6607142857142857,0
82,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.35434634889719546,0.75,0.75,0.75,0
82,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.1622224856576115,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
82,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.15519591835694302,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
82,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.1590626814163417,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
83,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.670932295058396,0.39285714285714285,0.39285714285714285,0.39285714285714285,0
83,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.4952441943314875,0.4642857142857143,0.4642857142857143,0.4642857142857143,0
83,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.42330952143624445,0.5535714285714286,0.5535714285714286,0.5535714285714286,0
83,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.1851261789488274,0.75,0.75,0.75,0
83,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.1625926489777337,0.7678571428571429,0.7678571428571429,0.7678571428571429,0
83,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.1511025395725249,0.7857142857142857,0.7857142857142857,0.7857142857142857,0
83,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.15039846037225607,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
84,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.6897816357651216,0.4107142857142857,0.4107142857142857,0.4107142857142857,0
84,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.5881593057586275,0.48214285714285715,0.48214285714285715,0.48214285714285715,0
84,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.6390555949124773,0.48214285714285715,0.48214285714285715,0.48214285714285715,0
84,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.3232927122237533,0.6785714285714286,0.6785714285714286,0.6785714285714286,0
84,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.14897630992004252,0.875,0.875,0.875,0
84,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.12264197002702854,0.8928571428571429,0.8928571428571429,0.8928571428571429,0
84,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.13089081315577641,0.8928571428571429,0.8928571428571429,0.8928571428571429,0
85,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.7740150495028157,0.42857142857142855,0.42857142857142855,0.42857142857142855,0
85,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.5334738286461429,0.5178571428571429,0.5178571428571429,0.5178571428571429,0
85,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.5358671234607029,0.5178571428571429,0.5178571428571429,0.5178571428571429,0
85,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.25898445571511064,0.6785714285714286,0.6785714285714286,0.6785714285714286,0
85,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.13991987217734808,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
85,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.13354053075926725,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
85,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.1323817664588575,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
86,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.8679706072318076,0.30357142857142855,0.30357142857142855,0.30357142857142855,0
86,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.7407487687624847,0.375,0.375,0.375,0
86,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.587519312479864,0.5535714285714286,0.5535714285714286,0.5535714285714286,0
86,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.3333040739255109,0.6785714285714286,0.6785714285714286,0.6785714285714286,0
86,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.3328168486654865,0.7678571428571429,0.7678571428571429,0.7678571428571429,0
86,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.11826208070510257,0.8571428571428571,0.8571428571428571,0.8571428571428571,0
86,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.1319853277531114,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
87,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.5435256706559362,0.5,0.5,0.5,0
87,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.5210635716021643,0.5178571428571429,0.5178571428571429,0.5178571428571429,0
87,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.5662298935611381,0.5714285714285714,0.5714285714285714,0.5714285714285714,0
87,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.2642801594158164,0.6607142857142857,0.6607142857142857,0.6607142857142857,0
87,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.11409815238219675,0.8571428571428571,0.8571428571428571,0.8571428571428571,0
87,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.14614549737237742,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
87,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.14426468462454872,0.8035714285714286,0.8035714285714286,0.8035714285714286,0
88,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.7829553872225299,0.35714285714285715,0.35714285714285715,0.35714285714285715,0
88,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.6700795614665456,0.39285714285714285,0.39285714285714285,0.39285714285714285,0
88,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.5582519244917987,0.5357142857142857,0.5357142857142857,0.5357142857142857,0
88,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.3312813467914122,0.6785714285714286,0.6785714285714286,0.6785714285714286,0
88,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.11080666551470604,0.8928571428571429,0.8928571428571429,0.8928571428571429,0
88,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.13552574115401342,0.8392857142857143,0.8392857142857143,0.8392857142857143,0
88,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.14604510997335868,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
89,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.7005598169513221,0.3392857142857143,0.3392857142857143,0.3392857142857143,0
89,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.5221278240766912,0.44642857142857145,0.44642857142857145,0.44642857142857145,0
89,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.44610988597532353,0.5892857142857143,0.5892857142857143,0.5892857142857143,0
89,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.21208226717298556,0.75,0.75,0.75,0
89,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.14272731938026967,0.8571428571428571,0.8571428571428571,0.8571428571428571,0
89,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.25620054149579685,0.7142857142857143,0.7142857142857143,0.7142857142857143,0
89,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP_LearnedUnion,0.2625297063953264,0.7142857142857143,0.7142857142857143,0.7142857142857143,0
90,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CorrelationTopK,0.4965010284028643,0.48214285714285715,0.48214285714285715,0.48214285714285715,0
90,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,LearnedSupportMLP,0.4068367693300355,0.5178571428571429,0.5178571428571429,0.5178571428571429,0
90,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,IHT,0.48346536439784144,0.5357142857142857,0.5357142857142857,0.5357142857142857,0
90,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,CoSaMP,0.16863387683664838,0.75,0.75,0.75,0
90,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,SubspacePursuit,0.14996580430161255,0.8214285714285714,0.8214285714285714,0.8214285714285714,0
90,coherent,0.25,256,160,56,0.625,0.35,0.01,compressible,OMP,0.16501224864445366,0.7678571428571429,0.7678571428571429,0.7678571428571429,0
