trial,matrix_type,coherence_strength,n,m,k,m_over_n,k_over_m,noise_std,signal_type,method,nrmse,precision,recall,f1,exact_support
35,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.2971897604789074,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
35,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.546227277720338,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
35,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.6596361751511255,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
35,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.6785115141228556,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
36,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.6409053463050083,0.17647058823529413,0.17647058823529413,0.17647058823529413,0
36,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.6891783341594014,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
36,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7881861513078728,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
36,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.45550587031537915,0.5,0.5,0.5,0
36,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.5325065340873727,0.5294117647058824,0.5294117647058824,0.5294117647058824,0
36,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.7202764784115211,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
36,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.8092923994849163,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
37,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.7785655348745095,0.23529411764705882,0.23529411764705882,0.23529411764705882,0
37,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.6173978296579112,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
37,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.6864104249388779,0.5,0.5,0.5,0
37,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.24401872919642817,0.7352941176470589,0.7352941176470589,0.735294117647059,0
37,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.8539932879872848,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
37,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.425283463839533,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
37,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.40576724836072914,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
38,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.114646079523495,0.2647058823529412,0.2647058823529412,0.2647058823529412,0
38,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.42042864226385224,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
38,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7724466819186514,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
38,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.2763257901770695,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
38,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.7604581452410774,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
38,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.45328655132329165,0.5,0.5,0.5,0
38,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.42591116567654397,0.5294117647058824,0.5294117647058824,0.5294117647058824,0
39,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,0.832613755464576,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
39,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.6800448536642907,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
39,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.8771393457436842,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
39,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.3160352860749535,0.6470588235294118,0.6470588235294118,0.6470588235294118,0
39,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.38325654487031974,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
39,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.7979801545678393,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
39,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.7143830643725041,0.5,0.5,0.5,0
40,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.137795324903368,0.20588235294117646,0.20588235294117646,0.20588235294117646,0
40,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.6748583432781834,0.29411764705882354,0.29411764705882354,0.29411764705882354,0
40,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7768270178321236,0.2647058823529412,0.2647058823529412,0.2647058823529412,0
40,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.5225019831504875,0.5294117647058824,0.5294117647058824,0.5294117647058824,0
40,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.9179671403246193,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
40,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.4343508310654571,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
40,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.454387506307197,0.5294117647058824,0.5294117647058824,0.5294117647058824,0
41,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,0.9907443730998209,0.20588235294117646,0.20588235294117646,0.20588235294117646,0
41,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.6547548107597744,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
41,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7840788900883529,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
41,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.7112446305156483,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
41,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.6882722543286401,0.5,0.5,0.5,0
41,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.40515788226567157,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
41,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.40278993799630614,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
42,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.1895419669002885,0.23529411764705882,0.23529411764705882,0.23529411764705882,0
42,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.6194498044141936,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
42,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7795751032312144,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
42,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.4156636890108258,0.6470588235294118,0.6470588235294118,0.6470588235294118,0
42,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.42687283718202407,0.7058823529411765,0.7058823529411765,0.7058823529411765,0
42,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.607797174158868,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
42,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.6246161751848494,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
43,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.1896208525829364,0.17647058823529413,0.17647058823529413,0.17647058823529413,0
43,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.5612354813383421,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
43,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7544933932667298,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
43,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.44800777161764355,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
43,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.6235569743724132,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
43,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.5637742624176684,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
43,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.5585143588605196,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
44,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.1609592798554818,0.2647058823529412,0.2647058823529412,0.2647058823529412,0
44,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.7017825279949108,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
44,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7671760989186233,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
44,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.719830836775509,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
44,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.68047925105914,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
44,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.7389691856641458,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
44,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.738969185664146,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
45,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.3245159348278943,0.14705882352941177,0.14705882352941177,0.14705882352941177,0
45,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.4691226975165433,0.29411764705882354,0.29411764705882354,0.29411764705882354,0
45,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7241381810180193,0.20588235294117646,0.20588235294117646,0.20588235294117646,0
45,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.2738305299279741,0.5882352941176471,0.5882352941176471,0.5882352941176471,0
45,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.49313964103138813,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
45,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.36436228029286954,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
45,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.3787240817226543,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
46,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.4971269044339204,0.17647058823529413,0.17647058823529413,0.17647058823529413,0
46,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.6482008380387891,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
46,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.775337481062521,0.29411764705882354,0.29411764705882354,0.29411764705882354,0
46,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.4124946419009774,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
46,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,1.0927291858482506,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
46,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.5480541865124938,0.5,0.5,0.5,0
46,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.5442592055819991,0.5,0.5,0.5,0
47,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,0.9530592303940753,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
47,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.6515492535059136,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
47,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.6912851124846492,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
47,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.2463202005972247,0.6470588235294118,0.6470588235294118,0.6470588235294118,0
47,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.2572223147961017,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
47,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.24985268688836273,0.6470588235294118,0.6470588235294118,0.6470588235294118,0
47,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.19054798081457863,0.7058823529411765,0.7058823529411765,0.7058823529411765,0
48,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.014606173150961,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
48,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.8191493270115919,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
48,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7903553392251784,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
48,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.4534604592055753,0.5882352941176471,0.5882352941176471,0.5882352941176471,0
48,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.3746525803873868,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
48,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.7241780058541997,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
48,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.7260750738120847,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
49,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,0.8976151283174083,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
49,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.588249875620749,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
49,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.8187824771645512,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
49,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.5474340122671757,0.5,0.5,0.5,0
49,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.5587807337909902,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
49,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.7564577426919321,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
49,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.7298540083010373,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
50,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,0.916558473134115,0.2647058823529412,0.2647058823529412,0.2647058823529412,0
50,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.6099728103173042,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
50,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.8123752115298801,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
50,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.5118870260502921,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
50,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.5266763323921166,0.5,0.5,0.5,0
50,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.5758693795499843,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
50,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.5533825742163071,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
51,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.1003807357999458,0.29411764705882354,0.29411764705882354,0.29411764705882354,0
51,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.7587731745574215,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
51,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.8263774690041743,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
51,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.6209679152221494,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
51,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.5088176361704534,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
51,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.8450565734037192,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
51,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.8277835333728115,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
52,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.2784199104979694,0.20588235294117646,0.20588235294117646,0.20588235294117646,0
52,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.6472884608780414,0.5,0.5,0.5,0
52,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7644453850701036,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
52,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.3473972739851214,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
52,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.6997127672456126,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
52,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.8026432317055071,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
52,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.4542567244821567,0.5882352941176471,0.5882352941176471,0.5882352941176471,0
53,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.2561025876586753,0.29411764705882354,0.29411764705882354,0.29411764705882354,0
53,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.5915561979482872,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
53,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.761790632242137,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
53,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.40492942690659417,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
53,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.4842638778824911,0.5294117647058824,0.5294117647058824,0.5294117647058824,0
53,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.4841123183545899,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
53,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.4807653497836513,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
54,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.2153436754228029,0.23529411764705882,0.23529411764705882,0.23529411764705882,0
54,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.38765272428187236,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
54,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.6251851280715667,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
54,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.39051743768399305,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
54,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.521963105135158,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
54,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.593207957094683,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
54,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.45592284428028856,0.4411764705882353,0.4411764705882353,0.4411764705882353,0
55,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.2187966944858988,0.23529411764705882,0.23529411764705882,0.23529411764705882,0
55,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.5572899525107338,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
55,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7653678806426656,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
55,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.5439257623551883,0.5,0.5,0.5,0
55,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.8021909717194646,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
55,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.24247822357799334,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
55,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.24342201167870867,0.6764705882352942,0.6764705882352942,0.6764705882352942,0
56,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.203161727112697,0.20588235294117646,0.20588235294117646,0.20588235294117646,0
56,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.5631879265210875,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
56,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7168880459253357,0.5,0.5,0.5,0
56,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.2843575793301634,0.6470588235294118,0.6470588235294118,0.6470588235294118,0
56,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.6504223929591469,0.47058823529411764,0.47058823529411764,0.47058823529411764,0
56,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.4280768026581245,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
56,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.4394968058828065,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
57,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,0.7700864241037577,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
57,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.7428903485856407,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
57,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.8433305285606226,0.35294117647058826,0.35294117647058826,0.35294117647058826,0
57,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.3177511344780077,0.7058823529411765,0.7058823529411765,0.7058823529411765,0
57,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.5053295546837901,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
57,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.49980450853601727,0.5588235294117647,0.5588235294117647,0.5588235294117647,0
57,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.46601224749857423,0.5882352941176471,0.5882352941176471,0.5882352941176471,0
58,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.5834743821817048,0.08823529411764706,0.08823529411764706,0.08823529411764706,0
58,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.7383254704682516,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
58,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.8924063270174883,0.20588235294117646,0.20588235294117646,0.20588235294117646,0
58,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.29685457505622614,0.6470588235294118,0.6470588235294118,0.6470588235294118,0
58,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.30021191651743284,0.7058823529411765,0.7058823529411765,0.7058823529411765,0
58,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP,0.3232414829576233,0.6470588235294118,0.6470588235294118,0.6470588235294118,0
58,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,OMP_LearnedUnion,0.33566292078290627,0.6176470588235294,0.6176470588235294,0.6176470588235294,0
59,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CorrelationTopK,1.098959027843062,0.14705882352941177,0.14705882352941177,0.14705882352941177,0
59,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,LearnedSupportMLP,0.7139304429626553,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
59,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,IHT,0.7997454245944258,0.3235294117647059,0.3235294117647059,0.3235294117647059,0
59,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,CoSaMP,0.7872491456418066,0.38235294117647056,0.38235294117647056,0.3823529411764706,0
59,coherent,0.5,256,96,34,0.375,0.3541666666666667,0.01,compressible,SubspacePursuit,0.7247366358277717,0.4117647058823529,0.4117647058823529,0.4117647058823529,0
