method,n,m,k,noise_std,matrix_type,signal_type,nrmse,precision,recall,f1,exact_support,trial
CoSaMP,256,128,55,0.01,gaussian,sparse,0.3712946824573874,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,3
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.31102383144342904,0.7090909090909091,0.7090909090909091,0.7090909090909091,0,3
OMP,256,128,55,0.01,gaussian,sparse,0.04286726221100281,0.8909090909090909,0.8909090909090909,0.8909090909090909,0,4
CoSaMP,256,128,55,0.01,gaussian,sparse,0.49071549498869754,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,4
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.34067591225704275,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,4
OMP,256,128,55,0.01,gaussian,sparse,0.019294416461739097,0.9636363636363636,0.9636363636363636,0.9636363636363636,0,5
CoSaMP,256,128,55,0.01,gaussian,sparse,0.5594136162330974,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,5
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.42151142040486594,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,5
OMP,256,128,55,0.01,gaussian,sparse,0.06517917870970816,0.8545454545454545,0.8545454545454545,0.8545454545454545,0,6
CoSaMP,256,128,55,0.01,gaussian,sparse,0.5362168541793371,0.6,0.6,0.6,0,6
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.495210000817525,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,6
OMP,256,128,55,0.01,gaussian,sparse,0.032793674221913635,0.9272727272727272,0.9272727272727272,0.9272727272727272,0,7
CoSaMP,256,128,55,0.01,gaussian,sparse,0.4676715885367084,0.509090909090909,0.509090909090909,0.509090909090909,0,7
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.3768126712810625,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,7
OMP,256,128,55,0.01,gaussian,sparse,0.3714229425072528,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,8
CoSaMP,256,128,55,0.01,gaussian,sparse,0.36669130101889885,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,8
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.24782056015783,0.8,0.8,0.8000000000000002,0,8
OMP,256,128,55,0.01,gaussian,sparse,0.3925994067539842,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,9
CoSaMP,256,128,55,0.01,gaussian,sparse,0.6236545093574457,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,9
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.4698697694251455,0.6,0.6,0.6,0,9
OMP,256,128,55,0.01,gaussian,sparse,0.017644955685726466,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,10
CoSaMP,256,128,55,0.01,gaussian,sparse,0.49726619949845224,0.509090909090909,0.509090909090909,0.509090909090909,0,10
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.2587251915338416,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,10
OMP,256,128,55,0.01,gaussian,sparse,0.38465017626567655,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,11
CoSaMP,256,128,55,0.01,gaussian,sparse,0.28461929263520086,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,11
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.26583365602597353,0.7454545454545455,0.7454545454545455,0.7454545454545455,0,11
OMP,256,128,55,0.01,gaussian,sparse,0.011076981493560484,0.9818181818181818,0.9818181818181818,0.9818181818181818,0,12
CoSaMP,256,128,55,0.01,gaussian,sparse,0.28772475798227765,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,12
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.2502935524112669,0.7272727272727273,0.7272727272727273,0.7272727272727273,0,12
OMP,256,128,55,0.01,gaussian,sparse,0.0690983817336464,0.8909090909090909,0.8909090909090909,0.8909090909090909,0,13
CoSaMP,256,128,55,0.01,gaussian,sparse,0.5548047574116015,0.4727272727272727,0.4727272727272727,0.4727272727272727,0,13
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.4079272056345981,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,13
OMP,256,128,55,0.01,gaussian,sparse,0.6579450246623095,0.4909090909090909,0.4909090909090909,0.4909090909090909,0,14
CoSaMP,256,128,55,0.01,gaussian,sparse,0.5268005068056709,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,14
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.4280912553138214,0.6,0.6,0.6,0,14
OMP,256,128,55,0.01,gaussian,sparse,0.02955563701199924,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,15
CoSaMP,256,128,55,0.01,gaussian,sparse,0.24268686186561675,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,15
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.22458485333722764,0.7272727272727273,0.7272727272727273,0.7272727272727273,0,15
OMP,256,128,55,0.01,gaussian,sparse,0.024719070249324397,0.8909090909090909,0.8909090909090909,0.8909090909090909,0,16
CoSaMP,256,128,55,0.01,gaussian,sparse,0.49584724615557607,0.4909090909090909,0.4909090909090909,0.4909090909090909,0,16
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.2825968535977036,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,16
OMP,256,128,55,0.01,gaussian,sparse,0.028016952499166338,0.9454545454545454,0.9454545454545454,0.9454545454545454,0,17
CoSaMP,256,128,55,0.01,gaussian,sparse,0.3677793172893712,0.6,0.6,0.6,0,17
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.24601272959599516,0.7454545454545455,0.7454545454545455,0.7454545454545455,0,17
OMP,256,128,55,0.01,gaussian,sparse,0.023884764518554372,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,18
CoSaMP,256,128,55,0.01,gaussian,sparse,0.5299726085192005,0.509090909090909,0.509090909090909,0.509090909090909,0,18
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.2869639157883411,0.7272727272727273,0.7272727272727273,0.7272727272727273,0,18
OMP,256,128,55,0.01,gaussian,sparse,0.6498658091283651,0.509090909090909,0.509090909090909,0.509090909090909,0,19
CoSaMP,256,128,55,0.01,gaussian,sparse,0.5505595679232499,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,19
ISTA_LASSO,256,128,55,0.01,gaussian,sparse,0.4106590922362018,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,19
OMP,256,128,55,0.01,gaussian,compressible,0.5072833068845696,0.4909090909090909,0.4909090909090909,0.4909090909090909,0,0
CoSaMP,256,128,55,0.01,gaussian,compressible,0.36885909738817363,0.6,0.6,0.6,0,0
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.40335563802880164,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,0
OMP,256,128,55,0.01,gaussian,compressible,0.5072075288406821,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,1
CoSaMP,256,128,55,0.01,gaussian,compressible,0.46238744853182995,0.6,0.6,0.6,0,1
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.3028515879909738,0.7454545454545455,0.7454545454545455,0.7454545454545455,0,1
OMP,256,128,55,0.01,gaussian,compressible,0.39359738037509184,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,2
CoSaMP,256,128,55,0.01,gaussian,compressible,0.5839927964656295,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,2
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.4303772317092334,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,2
OMP,256,128,55,0.01,gaussian,compressible,0.74812964278086,0.4909090909090909,0.4909090909090909,0.4909090909090909,0,3
CoSaMP,256,128,55,0.01,gaussian,compressible,0.4793231389993518,0.6,0.6,0.6,0,3
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.3436155421712853,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,3
OMP,256,128,55,0.01,gaussian,compressible,0.68795108815523,0.509090909090909,0.509090909090909,0.509090909090909,0,4
CoSaMP,256,128,55,0.01,gaussian,compressible,0.40635473242452647,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,4
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.39140823540988356,0.7090909090909091,0.7090909090909091,0.7090909090909091,0,4
OMP,256,128,55,0.01,gaussian,compressible,0.3603882024596379,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,5
CoSaMP,256,128,55,0.01,gaussian,compressible,0.42613675976042675,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,5
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.37426883204493816,0.6909090909090909,0.6909090909090909,0.6909090909090909,0,5
OMP,256,128,55,0.01,gaussian,compressible,0.1984729156650527,0.7090909090909091,0.7090909090909091,0.7090909090909091,0,6
CoSaMP,256,128,55,0.01,gaussian,compressible,0.45304150880185046,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,6
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.38459756109905363,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,6
OMP,256,128,55,0.01,gaussian,compressible,0.5741104007969551,0.45454545454545453,0.45454545454545453,0.45454545454545453,0,7
CoSaMP,256,128,55,0.01,gaussian,compressible,0.5025509471440147,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,7
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.3429717783243389,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,7
OMP,256,128,55,0.01,gaussian,compressible,0.14412749477697798,0.8181818181818182,0.8181818181818182,0.8181818181818182,0,8
CoSaMP,256,128,55,0.01,gaussian,compressible,0.49361049040534605,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,8
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.42641739000796175,0.6,0.6,0.6,0,8
OMP,256,128,55,0.01,gaussian,compressible,0.6210471097132345,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,9
CoSaMP,256,128,55,0.01,gaussian,compressible,0.7588345746761861,0.4727272727272727,0.4727272727272727,0.4727272727272727,0,9
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.6131248411029225,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,9
OMP,256,128,55,0.01,gaussian,compressible,0.12423848074612548,0.8363636363636363,0.8363636363636363,0.8363636363636363,0,10
CoSaMP,256,128,55,0.01,gaussian,compressible,0.450660963314753,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,10
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.29810552253551437,0.7272727272727273,0.7272727272727273,0.7272727272727273,0,10
OMP,256,128,55,0.01,gaussian,compressible,0.17966651648712018,0.7454545454545455,0.7454545454545455,0.7454545454545455,0,11
CoSaMP,256,128,55,0.01,gaussian,compressible,0.499129221144632,0.45454545454545453,0.45454545454545453,0.45454545454545453,0,11
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.3244707194392818,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,11
OMP,256,128,55,0.01,gaussian,compressible,0.4286051209579891,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,12
CoSaMP,256,128,55,0.01,gaussian,compressible,0.5821874189287211,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,12
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.4290030477665514,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,12
OMP,256,128,55,0.01,gaussian,compressible,0.5112916047365539,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,13
CoSaMP,256,128,55,0.01,gaussian,compressible,0.4336846845789696,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,13
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.38674134429080653,0.7090909090909091,0.7090909090909091,0.7090909090909091,0,13
OMP,256,128,55,0.01,gaussian,compressible,0.5609899871734194,0.509090909090909,0.509090909090909,0.509090909090909,0,14
CoSaMP,256,128,55,0.01,gaussian,compressible,0.49064295990830065,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,14
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.4286041210501745,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,14
OMP,256,128,55,0.01,gaussian,compressible,0.3866955121816993,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,15
CoSaMP,256,128,55,0.01,gaussian,compressible,0.3758293204310982,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,15
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.3004006903400116,0.7272727272727273,0.7272727272727273,0.7272727272727273,0,15
OMP,256,128,55,0.01,gaussian,compressible,0.6394192857959562,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,16
CoSaMP,256,128,55,0.01,gaussian,compressible,0.4982439223817385,0.6,0.6,0.6,0,16
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.42619081908256484,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,16
OMP,256,128,55,0.01,gaussian,compressible,0.16426832247001283,0.8545454545454545,0.8545454545454545,0.8545454545454545,0,17
CoSaMP,256,128,55,0.01,gaussian,compressible,0.6016745135207265,0.43636363636363634,0.43636363636363634,0.43636363636363634,0,17
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.452457395592796,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,17
OMP,256,128,55,0.01,gaussian,compressible,0.3810763236946269,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,18
CoSaMP,256,128,55,0.01,gaussian,compressible,0.3300281622410146,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,18
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.1981733444428728,0.7272727272727273,0.7272727272727273,0.7272727272727273,0,18
OMP,256,128,55,0.01,gaussian,compressible,0.6243210147539531,0.4909090909090909,0.4909090909090909,0.4909090909090909,0,19
CoSaMP,256,128,55,0.01,gaussian,compressible,0.504188801179329,0.6,0.6,0.6,0,19
ISTA_LASSO,256,128,55,0.01,gaussian,compressible,0.4384988425636822,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,19
OMP,256,128,55,0.01,coherent,sparse,0.6593797063841321,0.509090909090909,0.509090909090909,0.509090909090909,0,0
CoSaMP,256,128,55,0.01,coherent,sparse,0.5132780847104527,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,0
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.6285941982889668,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,0
OMP,256,128,55,0.01,coherent,sparse,0.0494365507771374,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,1
CoSaMP,256,128,55,0.01,coherent,sparse,0.4657489023542364,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,1
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.5350618944808876,0.6,0.6,0.6,0,1
OMP,256,128,55,0.01,coherent,sparse,0.06470286951528119,0.8727272727272727,0.8727272727272727,0.8727272727272727,0,2
CoSaMP,256,128,55,0.01,coherent,sparse,0.3536459318938886,0.6909090909090909,0.6909090909090909,0.6909090909090909,0,2
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.529951892215288,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,2
OMP,256,128,55,0.01,coherent,sparse,0.10374323555180666,0.8363636363636363,0.8363636363636363,0.8363636363636363,0,3
CoSaMP,256,128,55,0.01,coherent,sparse,0.3788038903866185,0.6,0.6,0.6,0,3
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.5275607901531579,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,3
OMP,256,128,55,0.01,coherent,sparse,0.3057770076823195,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,4
CoSaMP,256,128,55,0.01,coherent,sparse,0.316206885848355,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,4
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.6173780436858614,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,4
OMP,256,128,55,0.01,coherent,sparse,0.45692575473168473,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,5
CoSaMP,256,128,55,0.01,coherent,sparse,0.4046789564312027,0.6,0.6,0.6,0,5
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.5821888428532312,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,5
OMP,256,128,55,0.01,coherent,sparse,0.5965258105171776,0.4909090909090909,0.4909090909090909,0.4909090909090909,0,6
CoSaMP,256,128,55,0.01,coherent,sparse,0.5658024589510232,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,6
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.5953221273401695,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,6
OMP,256,128,55,0.01,coherent,sparse,0.7767284870718443,0.41818181818181815,0.41818181818181815,0.41818181818181815,0,7
CoSaMP,256,128,55,0.01,coherent,sparse,0.6715778395627672,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,7
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.6159172996844008,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,7
OMP,256,128,55,0.01,coherent,sparse,0.5591664420325123,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,8
CoSaMP,256,128,55,0.01,coherent,sparse,0.4651782421223604,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,8
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.48978489809826564,0.6,0.6,0.6,0,8
OMP,256,128,55,0.01,coherent,sparse,0.09836327795896552,0.8727272727272727,0.8727272727272727,0.8727272727272727,0,9
CoSaMP,256,128,55,0.01,coherent,sparse,0.41792402997442735,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,9
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.5546948691432052,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,9
OMP,256,128,55,0.01,coherent,sparse,0.583376375587255,0.4909090909090909,0.4909090909090909,0.4909090909090909,0,10
CoSaMP,256,128,55,0.01,coherent,sparse,0.5970591545185426,0.45454545454545453,0.45454545454545453,0.45454545454545453,0,10
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.6129049330931909,0.4727272727272727,0.4727272727272727,0.4727272727272727,0,10
OMP,256,128,55,0.01,coherent,sparse,0.042184322830890686,0.9454545454545454,0.9454545454545454,0.9454545454545454,0,11
CoSaMP,256,128,55,0.01,coherent,sparse,0.3952097817269552,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,11
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.47385197625552594,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,11
OMP,256,128,55,0.01,coherent,sparse,0.05168252967658553,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,12
CoSaMP,256,128,55,0.01,coherent,sparse,0.3693842195851412,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,12
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.4380947800168372,0.6909090909090909,0.6909090909090909,0.6909090909090909,0,12
OMP,256,128,55,0.01,coherent,sparse,0.5366789714855923,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,13
CoSaMP,256,128,55,0.01,coherent,sparse,0.5005930011374644,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,13
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.6139160585567519,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,13
OMP,256,128,55,0.01,coherent,sparse,0.03537942272386794,0.9272727272727272,0.9272727272727272,0.9272727272727272,0,14
CoSaMP,256,128,55,0.01,coherent,sparse,0.42329207516061984,0.509090909090909,0.509090909090909,0.509090909090909,0,14
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.4811423443683114,0.6,0.6,0.6,0,14
OMP,256,128,55,0.01,coherent,sparse,0.01995207403283687,0.8909090909090909,0.8909090909090909,0.8909090909090909,0,15
CoSaMP,256,128,55,0.01,coherent,sparse,0.4111277567808376,0.6,0.6,0.6,0,15
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.4797089881854187,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,15
OMP,256,128,55,0.01,coherent,sparse,0.06987133497514247,0.8363636363636363,0.8363636363636363,0.8363636363636363,0,16
CoSaMP,256,128,55,0.01,coherent,sparse,0.5483185081929659,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,16
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.5852302192052616,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,16
OMP,256,128,55,0.01,coherent,sparse,0.2796835310879157,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,17
CoSaMP,256,128,55,0.01,coherent,sparse,0.5048205428749006,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,17
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.5762252171668366,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,17
OMP,256,128,55,0.01,coherent,sparse,0.04790953385698975,0.8727272727272727,0.8727272727272727,0.8727272727272727,0,18
CoSaMP,256,128,55,0.01,coherent,sparse,0.5877199155257486,0.4727272727272727,0.4727272727272727,0.4727272727272727,0,18
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.6294538510374531,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,18
OMP,256,128,55,0.01,coherent,sparse,0.03395023152100341,0.9272727272727272,0.9272727272727272,0.9272727272727272,0,19
CoSaMP,256,128,55,0.01,coherent,sparse,0.5183607117956649,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,19
ISTA_LASSO,256,128,55,0.01,coherent,sparse,0.5543262409804327,0.6,0.6,0.6,0,19
OMP,256,128,55,0.01,coherent,compressible,0.3137028239983717,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,0
CoSaMP,256,128,55,0.01,coherent,compressible,0.5517640905145414,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,0
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5898013920712599,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,0
OMP,256,128,55,0.01,coherent,compressible,0.2248982556178592,0.7818181818181819,0.7818181818181819,0.7818181818181819,0,1
CoSaMP,256,128,55,0.01,coherent,compressible,0.37398924819268736,0.7272727272727273,0.7272727272727273,0.7272727272727273,0,1
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5663626491897668,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,1
OMP,256,128,55,0.01,coherent,compressible,0.3066705875875571,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,2
CoSaMP,256,128,55,0.01,coherent,compressible,0.48396760333274924,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,2
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5617433242020413,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,2
OMP,256,128,55,0.01,coherent,compressible,0.2168639096782474,0.7090909090909091,0.7090909090909091,0.7090909090909091,0,3
CoSaMP,256,128,55,0.01,coherent,compressible,0.36967593520614134,0.6,0.6,0.6,0,3
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5108805940733675,0.6,0.6,0.6,0,3
OMP,256,128,55,0.01,coherent,compressible,0.43060299505344435,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,4
CoSaMP,256,128,55,0.01,coherent,compressible,0.6145467306361032,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,4
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5801728779821447,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,4
OMP,256,128,55,0.01,coherent,compressible,0.3408224610636106,0.6,0.6,0.6,0,5
CoSaMP,256,128,55,0.01,coherent,compressible,0.4999803414010117,0.4727272727272727,0.4727272727272727,0.4727272727272727,0,5
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5797835797194265,0.4727272727272727,0.4727272727272727,0.4727272727272727,0,5
OMP,256,128,55,0.01,coherent,compressible,0.1474951102269994,0.8181818181818182,0.8181818181818182,0.8181818181818182,0,6
CoSaMP,256,128,55,0.01,coherent,compressible,0.4233320626547998,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,6
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5073774614106438,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,6
OMP,256,128,55,0.01,coherent,compressible,0.1627774108757794,0.7636363636363637,0.7636363636363637,0.7636363636363637,0,7
CoSaMP,256,128,55,0.01,coherent,compressible,0.5962038771050455,0.41818181818181815,0.41818181818181815,0.41818181818181815,0,7
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.6346777505339951,0.43636363636363634,0.43636363636363634,0.43636363636363634,0,7
OMP,256,128,55,0.01,coherent,compressible,0.16740187329911185,0.7454545454545455,0.7454545454545455,0.7454545454545455,0,8
CoSaMP,256,128,55,0.01,coherent,compressible,0.4917351864322607,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,8
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5521716779748819,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,8
OMP,256,128,55,0.01,coherent,compressible,0.26130047591039346,0.6727272727272727,0.6727272727272727,0.6727272727272727,0,9
CoSaMP,256,128,55,0.01,coherent,compressible,0.45146266724726025,0.5636363636363636,0.5636363636363636,0.5636363636363636,0,9
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5858559981332346,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,9
OMP,256,128,55,0.01,coherent,compressible,0.7435151081790198,0.4727272727272727,0.4727272727272727,0.4727272727272727,0,10
CoSaMP,256,128,55,0.01,coherent,compressible,0.4354464997801113,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,10
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5645516760060973,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,10
OMP,256,128,55,0.01,coherent,compressible,0.4210103464974335,0.7090909090909091,0.7090909090909091,0.7090909090909091,0,11
CoSaMP,256,128,55,0.01,coherent,compressible,0.4773207883878975,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,11
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5752013164699836,0.6181818181818182,0.6181818181818182,0.6181818181818182,0,11
OMP,256,128,55,0.01,coherent,compressible,0.4946832176340303,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,12
CoSaMP,256,128,55,0.01,coherent,compressible,0.3939130481706828,0.6909090909090909,0.6909090909090909,0.6909090909090909,0,12
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5194814427081341,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,12
OMP,256,128,55,0.01,coherent,compressible,0.46606304233600115,0.6,0.6,0.6,0,13
CoSaMP,256,128,55,0.01,coherent,compressible,0.5478997722413054,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,13
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5929539558997208,0.5272727272727272,0.5272727272727272,0.5272727272727272,0,13
OMP,256,128,55,0.01,coherent,compressible,0.5262461732825334,0.5454545454545454,0.5454545454545454,0.5454545454545454,0,14
CoSaMP,256,128,55,0.01,coherent,compressible,0.5396632473738513,0.6,0.6,0.6,0,14
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.6095175080910198,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,14
OMP,256,128,55,0.01,coherent,compressible,0.13791239780858985,0.8181818181818182,0.8181818181818182,0.8181818181818182,0,15
CoSaMP,256,128,55,0.01,coherent,compressible,0.5166775766750531,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,15
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5932044366637121,0.6,0.6,0.6,0,15
OMP,256,128,55,0.01,coherent,compressible,0.267984129855283,0.7454545454545455,0.7454545454545455,0.7454545454545455,0,16
